STATUS,REASON,ORIGIN,SUBJECT,PRIORITY,DESCRIPTION,ISCLOSED,CLOSEDDATE,ISESCALATED,CREATEDDATE,NICE_INCONTACT_CLOSED_DATE_TIME__C,NIC_CREATED_DATE__C,Business_Hours
Closed,,Email,Product Problem,Medium,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,TRUE,2019-08-31T22:59:01.000Z,,2019-08-31T21:56:23.000Z,2019-08-31 22:59:01 UTC,2019-08-31T21:56:23Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,TRUE,2019-09-02T04:31:54.000Z,,2019-09-02T03:48:13.000Z,2019-09-02 04:31:54 UTC,2019-09-02T03:48:13Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,TRUE,2018-11-28T05:42:25.000Z,,2018-11-28T04:40:55.000Z,2018-11-28 05:42:25 UTC,2018-11-28T04:40:55Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,TRUE,2019-10-23T21:26:34.000Z,,2019-10-23T19:56:09.000Z,2019-10-23 21:26:34 UTC,2019-10-23T19:56:09Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,TRUE,2018-11-16T21:06:30.000Z,,2018-11-16T20:24:13.000Z,2018-11-16 21:06:30 UTC,2018-11-16T20:24:13Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,TRUE,2019-08-13T09:00:08.000Z,,2019-08-13T08:00:11.000Z,2019-08-13 09:00:08 UTC,2019-08-13T08:00:11Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Low,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,TRUE,2019-10-12T01:33:26.000Z,,2019-10-12T00:42:14.000Z,2019-10-12 01:33:26 UTC,2019-10-12T00:42:14Z,01m4P000000m2dc
Closed,,Web,Product Support,High,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,TRUE,2019-06-22T01:28:16.000Z,,2019-06-22T01:14:50.000Z,2019-06-22 01:28:16 UTC,2019-06-22T01:14:50Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,TRUE,2018-12-26T08:20:02.000Z,,2018-12-26T07:54:48.000Z,2018-12-26 08:20:02 UTC,2018-12-26T07:54:48Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,TRUE,2019-07-22T14:09:47.000Z,,2019-07-22T13:13:03.000Z,2019-07-22 14:09:47 UTC,2019-07-22T13:13:03Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,TRUE,2019-08-18T08:22:09.000Z,,2019-08-18T07:03:11.000Z,2019-08-18 08:22:09 UTC,2019-08-18T07:03:11Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam,TRUE,2019-01-03T21:47:33.000Z,,2019-01-03T20:43:27.000Z,2019-01-03 21:47:33 UTC,2019-01-03T20:43:27Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,TRUE,2018-11-23T21:09:14.000Z,,2018-11-23T20:20:19.000Z,2018-11-23 21:09:14 UTC,2018-11-23T20:20:19Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,quam pharetra magna ac consequat metus sapien ut nunc vestibulum,TRUE,2019-06-18T23:09:49.000Z,,2019-06-18T22:29:28.000Z,2019-06-18 23:09:49 UTC,2019-06-18T22:29:28Z,01m4P000000m2dc
Closed,,Web,Product Support,High,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,TRUE,2019-05-03T01:10:56.000Z,,2019-05-03T00:00:21.000Z,2019-05-03 01:10:56 UTC,2019-05-03T00:00:21Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,TRUE,2019-04-09T03:02:50.000Z,,2019-04-09T02:07:08.000Z,2019-04-09 03:02:50 UTC,2019-04-09T02:07:08Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,TRUE,2019-03-13T13:55:29.000Z,,2019-03-13T13:29:34.000Z,2019-03-13 13:55:29 UTC,2019-03-13T13:29:34Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante,TRUE,2019-02-25T15:10:54.000Z,,2019-02-25T14:30:59.000Z,2019-02-25 15:10:54 UTC,2019-02-25T14:30:59Z,01m4P000000m2dc
Closed,,Email,Product Support,Low,neque aenean auctor gravida sem praesent id massa id nisl,TRUE,2018-12-25T04:45:39.000Z,,2018-12-25T03:35:19.000Z,2018-12-25 04:45:39 UTC,2018-12-25T03:35:19Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,TRUE,2019-06-26T14:38:28.000Z,,2019-06-26T13:41:14.000Z,2019-06-26 14:38:28 UTC,2019-06-26T13:41:14Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,TRUE,2019-02-22T08:58:18.000Z,,2019-02-22T08:10:10.000Z,2019-02-22 08:58:18 UTC,2019-02-22T08:10:10Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,TRUE,2018-11-07T05:47:06.000Z,,2018-11-07T04:52:32.000Z,2018-11-07 05:47:06 UTC,2018-11-07T04:52:32Z,01m4P000000m2dc
Closed,,Phone,Product Support,Medium,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,TRUE,2019-06-30T07:10:53.000Z,,2019-06-30T06:13:25.000Z,2019-06-30 07:10:53 UTC,2019-06-30T06:13:25Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,TRUE,2018-12-02T04:12:43.000Z,,2018-12-02T02:45:33.000Z,2018-12-02 04:12:43 UTC,2018-12-02T02:45:33Z,01m4P000000m2dc
Closed,,Phone,Product Problem,High,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,TRUE,2019-05-11T05:17:44.000Z,,2019-05-11T04:48:17.000Z,2019-05-11 05:17:44 UTC,2019-05-11T04:48:17Z,01m4P000000m2dc
Closed,,Web,Known Issue,Low,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,TRUE,2019-06-12T10:04:58.000Z,,2019-06-12T09:55:55.000Z,2019-06-12 10:04:58 UTC,2019-06-12T09:55:55Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,TRUE,2018-11-11T17:53:09.000Z,,2018-11-11T16:40:52.000Z,2018-11-11 17:53:09 UTC,2018-11-11T16:40:52Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,TRUE,2018-12-15T16:46:32.000Z,,2018-12-15T16:04:05.000Z,2018-12-15 16:46:32 UTC,2018-12-15T16:04:05Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,TRUE,2019-01-31T18:37:04.000Z,,2019-01-31T17:42:57.000Z,2019-01-31 18:37:04 UTC,2019-01-31T17:42:57Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,TRUE,2019-05-13T23:07:40.000Z,,2019-05-13T22:07:25.000Z,2019-05-13 23:07:40 UTC,2019-05-13T22:07:25Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Medium,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,TRUE,2019-06-27T15:58:46.000Z,,2019-06-27T14:59:28.000Z,2019-06-27 15:58:46 UTC,2019-06-27T14:59:28Z,01m4P000000m2dc
Closed,,Email,Product Problem,Medium,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,TRUE,2018-11-10T00:41:35.000Z,,2018-11-10T00:05:08.000Z,2018-11-10 00:41:35 UTC,2018-11-10T00:05:08Z,01m4P000000m2dc
Closed,,Web,Product Support,High,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,TRUE,2019-09-24T01:57:41.000Z,,2019-09-24T01:37:57.000Z,2019-09-24 01:57:41 UTC,2019-09-24T01:37:57Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,ut massa volutpat convallis morbi odio odio elementum eu interdum eu,TRUE,2019-09-10T16:25:27.000Z,,2019-09-10T15:30:49.000Z,2019-09-10 16:25:27 UTC,2019-09-10T15:30:49Z,01m4P000000m2dc
Closed,,Email,Known Issue,Medium,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,TRUE,2019-06-18T17:19:16.000Z,,2019-06-18T16:49:02.000Z,2019-06-18 17:19:16 UTC,2019-06-18T16:49:02Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,TRUE,2019-03-22T05:08:38.000Z,,2019-03-22T04:19:15.000Z,2019-03-22 05:08:38 UTC,2019-03-22T04:19:15Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,TRUE,2018-11-29T18:55:37.000Z,,2018-11-29T17:54:31.000Z,2018-11-29 18:55:37 UTC,2018-11-29T17:54:31Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,TRUE,2019-03-04T18:47:14.000Z,,2019-03-04T18:17:53.000Z,2019-03-04 18:47:14 UTC,2019-03-04T18:17:53Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,TRUE,2019-09-19T00:37:32.000Z,,2019-09-18T23:09:29.000Z,2019-09-19 00:37:32 UTC,2019-09-18T23:09:29Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,TRUE,2019-08-27T23:14:39.000Z,,2019-08-27T22:25:33.000Z,2019-08-27 23:14:39 UTC,2019-08-27T22:25:33Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,TRUE,2019-02-27T17:19:47.000Z,,2019-02-27T16:58:07.000Z,2019-02-27 17:19:47 UTC,2019-02-27T16:58:07Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,TRUE,2019-02-03T10:33:24.000Z,,2019-02-03T09:28:18.000Z,2019-02-03 10:33:24 UTC,2019-02-03T09:28:18Z,01m4P000000m2dc
Closed,,Phone,Product Problem,High,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,TRUE,2019-08-06T06:16:11.000Z,,2019-08-06T05:13:42.000Z,2019-08-06 06:16:11 UTC,2019-08-06T05:13:42Z,01m4P000000m2dc
Closed,,Web,Product Support,Low,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,TRUE,2019-09-19T04:42:52.000Z,,2019-09-19T03:35:30.000Z,2019-09-19 04:42:52 UTC,2019-09-19T03:35:30Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,TRUE,2018-11-28T11:35:38.000Z,,2018-11-28T10:24:11.000Z,2018-11-28 11:35:38 UTC,2018-11-28T10:24:11Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,High,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,TRUE,2019-05-05T19:18:09.000Z,,2019-05-05T18:47:03.000Z,2019-05-05 19:18:09 UTC,2019-05-05T18:47:03Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,TRUE,2019-09-21T09:20:00.000Z,,2019-09-21T09:05:38.000Z,2019-09-21 09:20:00 UTC,2019-09-21T09:05:38Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,TRUE,2019-04-25T02:00:41.000Z,,2019-04-25T01:29:19.000Z,2019-04-25 02:00:41 UTC,2019-04-25T01:29:19Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,High,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,TRUE,2019-06-19T10:54:28.000Z,,2019-06-19T10:06:18.000Z,2019-06-19 10:54:28 UTC,2019-06-19T10:06:18Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,TRUE,2019-09-12T06:08:10.000Z,,2019-09-12T04:38:59.000Z,2019-09-12 06:08:10 UTC,2019-09-12T04:38:59Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,TRUE,2019-10-12T05:02:04.000Z,,2019-10-12T04:22:25.000Z,2019-10-12 05:02:04 UTC,2019-10-12T04:22:25Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Medium,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,TRUE,2018-12-31T18:43:50.000Z,,2018-12-31T17:53:41.000Z,2018-12-31 18:43:50 UTC,2018-12-31T17:53:41Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,TRUE,2019-08-08T03:53:16.000Z,,2019-08-08T03:26:47.000Z,2019-08-08 03:53:16 UTC,2019-08-08T03:26:47Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Low,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,TRUE,2019-07-31T02:03:01.000Z,,2019-07-31T00:37:03.000Z,2019-07-31 02:03:01 UTC,2019-07-31T00:37:03Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,TRUE,2019-02-19T15:59:07.000Z,,2019-02-19T15:04:36.000Z,2019-02-19 15:59:07 UTC,2019-02-19T15:04:36Z,01m4P000000m2dc
Closed,,Web,Product Problem,Medium,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,TRUE,2019-02-04T18:05:55.000Z,,2019-02-04T17:55:51.000Z,2019-02-04 18:05:55 UTC,2019-02-04T17:55:51Z,01m4P000000m2dc
Closed,,Phone,Product Problem,Medium,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,TRUE,2019-01-31T20:33:14.000Z,,2019-01-31T19:11:03.000Z,2019-01-31 20:33:14 UTC,2019-01-31T19:11:03Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,TRUE,2019-02-22T09:45:03.000Z,,2019-02-22T08:27:45.000Z,2019-02-22 09:45:03 UTC,2019-02-22T08:27:45Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,High,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce,TRUE,2019-05-16T17:48:32.000Z,,2019-05-16T16:55:18.000Z,2019-05-16 17:48:32 UTC,2019-05-16T16:55:18Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Low,maecenas tristique est et tempus semper est quam pharetra magna,TRUE,2019-02-14T14:06:21.000Z,,2019-02-14T13:12:29.000Z,2019-02-14 14:06:21 UTC,2019-02-14T13:12:29Z,01m4P000000m2dc
Closed,,Email,Product Problem,Low,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,TRUE,2019-03-26T19:40:00.000Z,,2019-03-26T18:40:56.000Z,2019-03-26 19:40:00 UTC,2019-03-26T18:40:56Z,01m4P000000m2dc
Closed,,Email,Known Issue,Low,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,TRUE,2018-11-01T23:10:23.000Z,,2018-11-01T22:15:59.000Z,2018-11-01 23:10:23 UTC,2018-11-01T22:15:59Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,Low,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,TRUE,2019-05-22T06:37:56.000Z,,2019-05-22T05:47:41.000Z,2019-05-22 06:37:56 UTC,2019-05-22T05:47:41Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Low,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,TRUE,2019-10-16T11:05:51.000Z,,2019-10-16T10:35:05.000Z,2019-10-16 11:05:51 UTC,2019-10-16T10:35:05Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Low,donec odio justo sollicitudin ut suscipit a feugiat et eros,TRUE,2019-09-13T00:27:10.000Z,,2019-09-12T23:15:28.000Z,2019-09-13 00:27:10 UTC,2019-09-12T23:15:28Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,TRUE,2019-01-28T14:09:34.000Z,,2019-01-28T12:57:47.000Z,2019-01-28 14:09:34 UTC,2019-01-28T12:57:47Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,TRUE,2019-02-28T22:45:29.000Z,,2019-02-28T22:29:22.000Z,2019-02-28 22:45:29 UTC,2019-02-28T22:29:22Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,Low,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,TRUE,2019-03-12T15:08:20.000Z,,2019-03-12T13:56:31.000Z,2019-03-12 15:08:20 UTC,2019-03-12T13:56:31Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Medium,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,TRUE,2019-01-14T00:59:20.000Z,,2019-01-14T00:06:02.000Z,2019-01-14 00:59:20 UTC,2019-01-14T00:06:02Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,TRUE,2019-05-09T08:37:08.000Z,,2019-05-09T07:40:56.000Z,2019-05-09 08:37:08 UTC,2019-05-09T07:40:56Z,01m4P000000m2dc
Closed,,Web,General Inquiry,Low,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,TRUE,2019-06-12T14:30:05.000Z,,2019-06-12T13:11:40.000Z,2019-06-12 14:30:05 UTC,2019-06-12T13:11:40Z,01m4P000000m2dc
Closed,,Email,Product Support,Low,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu,TRUE,2019-05-18T22:23:14.000Z,,2019-05-18T21:27:50.000Z,2019-05-18 22:23:14 UTC,2019-05-18T21:27:50Z,01m4P000000m2dc
Closed,,Web,Product Support,High,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,TRUE,2019-08-31T07:21:58.000Z,,2019-08-31T06:32:29.000Z,2019-08-31 07:21:58 UTC,2019-08-31T06:32:29Z,01m4P000000m2dc
Closed,,Web,Product Support,High,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit,TRUE,2019-09-24T15:20:55.000Z,,2019-09-24T14:36:23.000Z,2019-09-24 15:20:55 UTC,2019-09-24T14:36:23Z,01m4P000000m2dc
Closed,,Phone,Product Support,Low,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,TRUE,2019-10-26T13:07:29.000Z,,2019-10-26T12:30:31.000Z,2019-10-26 13:07:29 UTC,2019-10-26T12:30:31Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Low,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,TRUE,2019-05-29T05:57:55.000Z,,2019-05-29T04:44:17.000Z,2019-05-29 05:57:55 UTC,2019-05-29T04:44:17Z,01m4P000000m2dc
Closed,,Email,Product Problem,High,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,TRUE,2019-01-12T04:19:47.000Z,,2019-01-12T03:36:36.000Z,2019-01-12 04:19:47 UTC,2019-01-12T03:36:36Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,Low,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,TRUE,2019-09-06T15:46:47.000Z,,2019-09-06T14:39:03.000Z,2019-09-06 15:46:47 UTC,2019-09-06T14:39:03Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Medium,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,TRUE,2019-02-18T22:48:55.000Z,,2019-02-18T21:51:20.000Z,2019-02-18 22:48:55 UTC,2019-02-18T21:51:20Z,01m4P000000m2dc
Closed,,Phone,Product Inquiry,High,sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,TRUE,2019-06-23T08:14:56.000Z,,2019-06-23T07:15:03.000Z,2019-06-23 08:14:56 UTC,2019-06-23T07:15:03Z,01m4P000000m2dc
Closed,,Email,General Inquiry,Medium,penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,TRUE,2019-04-28T18:55:35.000Z,,2019-04-28T18:01:12.000Z,2019-04-28 18:55:35 UTC,2019-04-28T18:01:12Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,TRUE,2019-05-30T16:24:12.000Z,,2019-05-30T15:34:03.000Z,2019-05-30 16:24:12 UTC,2019-05-30T15:34:03Z,01m4P000000m2dc
Closed,,Email,Product Support,High,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,TRUE,2019-10-04T12:38:22.000Z,,2019-10-04T11:55:37.000Z,2019-10-04 12:38:22 UTC,2019-10-04T11:55:37Z,01m4P000000m2dc
Closed,,Web,Known Issue,High,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,TRUE,2019-09-19T18:05:47.000Z,,2019-09-19T17:46:02.000Z,2019-09-19 18:05:47 UTC,2019-09-19T17:46:02Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat,TRUE,2019-07-14T23:20:21.000Z,,2019-07-14T22:01:32.000Z,2019-07-14 23:20:21 UTC,2019-07-14T22:01:32Z,01m4P000000m2dc
Closed,,Web,Product Problem,High,id ligula suspendisse ornare consequat lectus in est risus auctor,TRUE,2019-09-29T20:36:21.000Z,,2019-09-29T20:01:01.000Z,2019-09-29 20:36:21 UTC,2019-09-29T20:01:01Z,01m4P000000m2dc
Closed,,Email,General Inquiry,High,eu massa donec dapibus duis at velit eu est congue elementum in,TRUE,2019-01-26T00:34:39.000Z,,2019-01-25T23:19:23.000Z,2019-01-26 00:34:39 UTC,2019-01-25T23:19:23Z,01m4P000000m2dc
Closed,,Web,Known Issue,Medium,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,TRUE,2018-12-21T02:31:58.000Z,,2018-12-21T02:19:36.000Z,2018-12-21 02:31:58 UTC,2018-12-21T02:19:36Z,01m4P000000m2dc
Closed,,Web,Product Inquiry,High,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,TRUE,2019-05-28T01:03:59.000Z,,2019-05-27T23:54:41.000Z,2019-05-28 01:03:59 UTC,2019-05-27T23:54:41Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,High,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,TRUE,2018-12-18T06:09:23.000Z,,2018-12-18T05:10:22.000Z,2018-12-18 06:09:23 UTC,2018-12-18T05:10:22Z,01m4P000000m2dc
Closed,,Phone,General Inquiry,High,eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio,TRUE,2019-06-19T13:45:21.000Z,,2019-06-19T12:55:48.000Z,2019-06-19 13:45:21 UTC,2019-06-19T12:55:48Z,01m4P000000m2dc
Closed,,Phone,Product Support,High,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,TRUE,2019-06-13T23:20:02.000Z,,2019-06-13T22:51:23.000Z,2019-06-13 23:20:02 UTC,2019-06-13T22:51:23Z,01m4P000000m2dc
Closed,,Web,Product Support,Medium,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at,TRUE,2019-09-03T14:27:57.000Z,,2019-09-03T13:36:11.000Z,2019-09-03 14:27:57 UTC,2019-09-03T13:36:11Z,01m4P000000m2dc
Closed,,Email,Product Inquiry,Low,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at,TRUE,2019-01-29T22:09:38.000Z,,2019-01-29T21:18:20.000Z,2019-01-29 22:09:38 UTC,2019-01-29T21:18:20Z,01m4P000000m2dc
Closed,,Web,General Inquiry,High,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,TRUE,2019-03-08T03:00:36.000Z,,2019-03-08T01:54:22.000Z,2019-03-08 03:00:36 UTC,2019-03-08T01:54:22Z,01m4P000000m2dc
Closed,,Web,Product Problem,Low,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,TRUE,2019-09-30T13:04:15.000Z,,2019-09-30T11:32:27.000Z,2019-09-30 13:04:15 UTC,2019-09-30T11:32:27Z,01m4P000000m2dc
